crse	descr	min credit	max credit	days	start time	end time	newlibintensives	newlib	consent	instruction mode	enrolled	note	enrolling
BSNS-3100-01	Opportunity Identification and Feasibility	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
BSNS-3120-01	Global Business	3.0	3.0	MWF	10:00AM	10:50AM	Writing Intensive Upper Div	WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
BSNS-3130-01	Sports Marketing	3.0	3.0	TR	08:00AM	09:15AM			Consent Required	In Person	0		Open
BSNS-3150-0E	Financial Planning	3.0	3.0						Consent Required	Asynchronous Online	0		Open
BSNS-3210-01	Buyer/Seller Relations	3.0	3.0	MWF	09:00AM	09:50AM	Speaking Intensive		Consent Required	In Person	0		Open
BSNS-3220-01	Consumer Behavior	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
BSNS-3230-01	Human Resource Management	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
BSNS-3270-01	Project Management	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
BSNS-3390-01	Advanced Descriptive Analytics	3.0	3.0	TR	09:30AM	10:50AM			Consent Required	In Person	0		Open
BSNS-3400-01	Digital Marketing	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
BSNS-3420-01	Business Law	3.0	3.0	MWF	01:00PM	01:50PM		FSKL 2 Civ Discrse Crit Reas	Consent Required	In Person	0		Open
BSNS-4110-01	Marketing Research	3.0	3.0	TR	09:30AM	10:50AM			Consent Required	In Person	0		Open
BSNS-4150-01	Investments	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
BSNS-4160-01	Portfolio Management	3.0	3.0	TR	08:00AM	09:15AM			Consent Required	In Person	0		Open
BSNS-4350-01	Retirement Planning and Employee Benefits	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
BSNS-4480-01	Leadership	3.0	3.0	TR	01:00PM	02:15PM	Speaking Intensive		Consent Required	In Person	0		Open
BSNS-4500-01	Strategic Management	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
BSNS-4800-01	Business Internship	1.0	4.0						Consent Required	In Person	0		Open
BSNS-4800-02	Business Internship	1.0	4.0						Consent Required	In Person	0		Open
BSNS-4800-03	Business Internship	1.0	4.0						Consent Required	In Person	0		Open
BSNS-4800-04	Business Internship	1.0	4.0						Consent Required	In Person	0		Open
CHEM-2110-01	General Chemistry I	4.0	4.0	MWF	09:00AM	09:50AM		WKNW 2 Scientific Ways Knowg	Consent Required	In Person	0		Open
CHEM-2110L-LA	General Chemistry I	0.0	0.0	T	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
CHEM-2110L-LB	General Chemistry I	0.0	0.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
CHEM-2210-01	Organic Chemistry I	4.0	4.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
CHEM-2210L-LA	Organic Chemistry I	0.0	0.0	T	08:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
CHEM-4210-01	Biochemistry I	4.0	4.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0	Same: BIOL/CHEM4210	Open
CHEM-4210L-LA	Biochemistry I - Lab	0.0	0.0	T	08:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
CHEM-4510-01	Senior Physical Science Practicum I	1.0	1.0	M	12:00PM	12:50PM			Consent Required	In Person	0	Same: CHEM/PHYS4510	Open
CHEM-4910-01	Science Seminar I	1.0	1.0	R	12:00PM	12:50PM			Consent Required	In Person	0	Same: BIOL/CHEM/PHYS4910	Open
CMIN-2000-01	Introduction to Christian Ministry	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
CMIN-2260-01	Educational Ministry with Youth	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
CMIN-2810-01	Ministry Exploration	1.0	1.0						Consent Required	In Person	0		Open
CMIN-3050-01	Homiletics	3.0	3.0	MWF	11:00AM	11:50AM	Speaking Intensive		Consent Required	In Person	0		Open
CMIN-3340-0E	The Community of Faith in an Urban Culture	3.0	3.0						Consent Required	Synchronous Online	0		Open
CMIN-3910-0B	Ministry Seminar	3.0	3.0				Speaking Intensive		Consent Required	Hybrid	0		Open
CMIN-4810-01	Internship	1.0	4.0						Consent Required	In Person	0	Same: THFE7810/CMIN4810	Open
CMIN-4810-02	Internship	1.0	4.0						Consent Required	In Person	0	Same: THFE7810/CMIN4810	Open
CMIN-4810-03	Internship	1.0	4.0						Consent Required	In Person	0	Same: THFE7810/CMIN4810	Open
CMIN-4810-04	Internship	1.0	4.0						Consent Required	In Person	0	Same: THFE7810/CMIN4810	Open
COMM-1000-01	Introduction to Speech Communication	3.0	3.0	TR	01:00PM	02:15PM		FSKL 4 Speaking/Listening	Consent Required	In Person	0		Open
COMM-1000-02	Introduction to Speech Communication	3.0	3.0	TR	09:30AM	10:45AM		FSKL 4 Speaking/Listening	Consent Required	In Person	0		Open
COMM-1000-04	Introduction to Speech Communication	3.0	3.0	MWF	02:00PM	02:50PM		FSKL 4 Speaking/Listening	Consent Required	In Person	0		Open
COMM-1000-0EA	Introduction to Speech Communication	3.0	3.0					FSKL 4 Speaking/Listening	Consent Required	Asynchronous Online	0		Open
COMM-2060-01	Video/Cinema Concepts	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
COMM-2140-01	Producing Multimedia Content	3.0	3.0	MW	01:00PM	02:50PM	Speaking Intensive		Consent Required	In Person	0		Open
COMM-2200-01	Visual Communication	3.0	3.0	MW	09:00AM	09:50AM			Consent Required	In Person	0		Open
COMM-2200L-LA	Visual Communication Lab	0.0	0.0	F	09:00AM	09:50AM			Consent Required	In Person	0	laboratory	Open
COMM-2210-01	Interpersonal Communication (26)	3.0	3.0						Consent Required	In Person	0	laboratory	Open
COMM-2210-01	Interpersonal Communication (26)	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
COMM-2830-01	Veritas	1.0	1.0	T	12:00PM	12:50PM			Consent Required	In Person	0		Open
COMM-2860-01	Black Bird Media Lab	1.0	1.0	W	03:00PM	04:50PM			Consent Required	In Person	0		Open
COMM-3170-01	Advanced Media Writing	3.0	3.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
COMM-3220-01	Screenwriting	3.0	3.0	MWF	11:00AM	11:50AM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
COMM-3270-01	Communication Campaigns	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
COMM-3370-01	Communicating through Social Media	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
COMM-3420-01	Cinema Studies	3.0	3.0	TR	09:30AM	10:45AM	Speaking Intensive		Consent Required	In Person	0		Open
COMM-3450-01	Communication Theories and Research	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
COMM-3860-01	Practicum Event Management	1.0	2.0						Consent Required	In Person	0	Same: COMM/BSNS3860	Open
COMM-4550-01	Humanities Capstone	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
COMM-4750-01	Strategies for Teaching Speech	1.0	1.0						Consent Required	In Person	0		Open
COMM-4800-01	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-02	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-03	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-04	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-05	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-06	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-07	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-08	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-09	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-10	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-11	Internship	1.0	4.0						Consent Required	In Person	0		Open
COMM-4800-12	Internship	1.0	4.0						Consent Required	In Person	0		Open
CPSC-1030-0B	Computer Science for Educators	2.0	2.0	M	08:00AM	08:50AM			Consent Required	Hybrid	0		Open
CPSC-1030-0B	Computer Science for Educators	2.0	2.0	W	08:00AM	08:50AM			Consent Required	Hybrid	0		Open
CPSC-1080-01	Introduction to Computing	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
CPSC-2020-01	Fundamentals of Computational Thinking and Programming	4.0	4.0	MWF	09:00AM	09:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
CPSC-2020L-LA	Fundamentals of Computational Thinking and Programming	0.0	0.0	R	09:00AM	10:50AM			Consent Required	In Person	0		Open
CPSC-2080-01	Introduction to Cybersecurity	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
CPSC-2100-01	Database Programming	4.0	4.0	MTWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
CPSC-2420-01	Computer Architecture	2.0	2.0	F	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
CPSC-2420-01	Computer Architecture	2.0	2.0	M	10:00AM	10:50AM			Consent Required	In Person	0		Open
CPSC-2500-01	Data Structures and Algorithms	4.0	4.0	MTW	01:00PM	01:50PM			Consent Required	In Person	0		Open
CPSC-2500L-LA	Data Structures and Algorithms Lab	0.0	0.0	F	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
CPSC-3410-01	Computer Networks	4.0	4.0	MTW	02:00PM	02:50PM			Consent Required	In Person	0		Open
CPSC-3410L-LA	Computer Networks - Lab	0.0	0.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
CPSC-4430-01	Software Engineering	4.0	4.0	MTW	01:00PM	01:50PM			Consent Required	In Person	0		Open
CPSC-4430L-LA	Software Engineering -Lab	0.0	0.0						Consent Required	In Person	0		Open
CPSC-4430L-LA	Software Engineering -Lab	0.0	0.0	F	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
CPSC-4480-01	Technical Certification	1.0	1.0	F	09:00AM	09:50AM			Consent Required	In Person	0		Open
CRIM-2520-01	Introduction to Criminal Justice	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
CRIM-3050-01	Drugs and American Society	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0	Same: CRIM/SOCI3050	Open
CRIM-3110-01	Criminal Law and Process	4.0	4.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
CRIM-4810-01	Criminal Justice Internship I	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4810-02	Criminal Justice Internship I	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4810-03	Criminal Justice Internship I	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4810-04	Criminal Justice Internship I	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4820-01	Criminal Justice Internship II	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4820-02	Criminal Justice Internship II	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4820-03	Criminal Justice Internship II	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4820-04	Criminal Justice Internship II	1.0	4.0						Consent Required	In Person	0		Open
CRIM-4900-0E	Criminal Justice Seminar	3.0	3.0				Speaking Intensive		Consent Required	Asynchronous Online	0		Open
DANC-1120-01	Tap I	1.0	1.0	TR	12:00PM	12:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-1150-01	Dance Repertory	0.0	1.0						Consent Required	In Person	0		Open
DANC-1160-01	Dance Production	1.0	1.0						Consent Required	In Person	0		Open
DANC-1220-01	Modern I	2.0	2.0	MWF	03:00PM	04:20PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-1320-01	Jazz I	1.0	1.0	MWF	02:00PM	02:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-1420-01	Ballet I	2.0	2.0	MWF	12:00PM	01:20PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-1580-01	Dance Improvisation I	1.0	1.0	TR	01:00PM	02:20PM			Consent Required	In Person	0		Open
DANC-1590-01	Dance Composition I	2.0	2.0	TR	01:00PM	02:20PM			Consent Required	In Person	0		Open
DANC-2110-01	Musical Theatre Dance Forms	1.0	1.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
DANC-2120-01	Tap II	1.0	1.0	TR	08:30AM	09:20AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-2220-01	Modern II	2.0	2.0	TR	03:00PM	05:00PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-2320-01	Jazz II	1.0	1.0	TR	09:30AM	10:50AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-2420-01	Ballet II	2.0	2.0	MWF	08:30AM	09:50AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-2850-01	Practice in Teaching	1.0	1.0						Consent Required	In Person	0		Open
DANC-3020-0E	Dance History II	3.0	3.0						Consent Required	Asynchronous Online	0		Open
DANC-3050-01	Dance Pedagogy I	3.0	3.0				Speaking Intensive		Consent Required	In Person	0		Open
DANC-3120-01	Tap III	1.0	1.0	TR	08:30AM	09:20AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-3220-01	Modern III	2.0	2.0	TR	03:00PM	05:00PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-3320-01	Jazz Dance III	1.0	1.0	TR	09:30AM	10:50AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-3420-01	Ballet III	2.0	2.0	MWF	08:30AM	09:50AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-3520-01	Pointe	1.0	1.0						Consent Required	In Person	0		Open
DANC-3580-01	Dance Improvisation III	1.0	1.0						Consent Required	In Person	0		Open
DANC-4220-01	Modern IV	2.0	2.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-4420-01	Ballet IV	2.0	2.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
DANC-4800-01	Internship in Dance	1.0	3.0						Consent Required	In Person	0		Open
DANC-4800-02	Internship in Dance	1.0	3.0						Consent Required	In Person	0		Open
DANC-4800-03	Internship in Dance	1.0	3.0						Consent Required	In Person	0		Open
DANC-4800-04	Internship in Dance	1.0	3.0						Consent Required	In Person	0		Open
ECON-2010-01	Principles of Macroeconomics	3.0	3.0	MWF	09:00AM	09:50AM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0		Open
ECON-2020-01	Principles of Microeconomics	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
EDUC-2000-01	Teaching as a Profession	2.0	2.0	MW	11:00AM	11:50AM			Consent Required	In Person	0		Open
EDUC-2030-01	Learning and Teaching Mathematics in the Elementary Classroom	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
EDUC-2100-0B	Child and Adolescent Development	3.0	3.0	TR	08:00AM	09:15AM			Consent Required	Hybrid	0		Open
EDUC-2110-01	Educational Psychology: Learning in the Schools	3.0	3.0	MWF	10:00AM	10:50AM		WKNW 5 Social/Behav Ways	Consent Required	In Person	0	Same: PSYC/EDUC2110	Open
EDUC-2200-01	Foundations of Reading Instruction	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
EDUC-2460-01	Teaching in a Diverse Society	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
EDUC-2520-0E	Technology in the Classroom	2.0	2.0						Consent Required	Asynchronous Online	0		Open
EDUC-2850-01	Practicum in Leadership Skills	2.0	2.0	R	04:30PM	05:20PM			Consent Required	In Person	0	Same: PSYC/EDUC/SOCI2850	Open
EDUC-2860-01	Practicum in Secondary Education	2.0	2.0	W	01:00PM	01:50PM			Consent Required	In Person	0		Open
EDUC-3100-01	The Middle School in the United States	3.0	3.0	T	05:30PM	08:00PM			Consent Required	In Person	0		Open
EDUC-3100-01	The Middle School in the United States	3.0	3.0	T	05:00PM	08:00PM			Consent Required	In Person	0		Open
EDUC-4010-01	Student Teaching	10.0	10.0						Consent Required	In Person	0		Open
EDUC-4120-01	Organization and Management for the Elementary Classroom	3.0	3.0	TR	09:30AM	10:45AM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0		Open
EDUC-4232-TE	Research-Based Reading Methods: Instruction, Intervention, and Assessment (T2T - Elementary)	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EDUC-4245-TE	Curriculum, Instruction and Assessment in the Secondary Classroom\u00A0	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EDUC-4255-TE	Disciplinary Literacy in Secondary Content Areas\u00A0 \u00A0 \u00A0	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EDUC-4265-TE	Classroom Culture, Management and\u00A0 the Law	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EDUC-4285-TE	Clinical Practices	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EDUC-4320-01	Integrated Teaching III: Exploring STEM in the Elementary Classroom	4.0	4.0	MWF	01:00PM	02:50PM			Consent Required	In Person	0		Open
EDUC-4710-01	Management/Organization/Methods in the Secondary Classroom	3.0	3.0	TR	09:30AM	10:45AM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0		Open
EDUC-4810-01	Educational Internship	1.0	6.0						Consent Required	Asynchronous Online	0		Open
EDUC-4810-02	Educational Internship	1.0	6.0						Consent Required	In Person	0		Open
EDUC-4810-03	Educational Internship	1.0	6.0						Consent Required	In Person	0		Open
EDUC-4810-04	Educational Internship	1.0	6.0						Consent Required	In Person	0		Open
EDUC-4850-01	Reading Clinic	4.0	4.0	MTWRF	11:00AM	11:50AM			Consent Required	In Person	0		Open
EDUC-4930-01	Leadership Seminar in Character Education	2.0	2.0	T	05:00PM	06:50PM			Consent Required	In Person	0		Open
ENGL-1110-0EA	Rhetoric and Composition	3.0	3.0					FSKL 3 Written Comm	Consent Required	Synchronous Online	0		Open
ENGL-1120-01	Rhetoric and Research	3.0	3.0	MWF	09:00AM	09:50AM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-1120-02	Rhetoric and Research	3.0	3.0	MWF	10:00AM	10:50AM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-1120-03	Rhetoric and Research	3.0	3.0	MWF	10:00AM	10:50AM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-1120-04	Rhetoric and Research	3.0	3.0	MWF	11:00AM	11:50AM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-1120-05	Rhetoric and Research	3.0	3.0	MWF	01:00PM	01:50PM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-1120-06	Rhetoric and Research	3.0	3.0	MWF	02:00PM	02:50PM		FSKL 3 Written Comm	Consent Required	In Person	0		Open
ENGL-2500-0EA	Appreciation of the Writing Craft	2.0	2.0				Writing Intensive	WKNW 4 Aesthet Ways (Appr)	Consent Required	Asynchronous Online	0		Open
ENGL-2510-0EA	Creative Writing Workshop	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	Asynchronous Online	0		Open
ENGL-3140-01	Writing and Digital Media	3.0	3.0	TR	09:30AM	10:45AM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
ENGL-3160-01	Professional Writing and Editing	3.0	3.0	TR	01:00PM	02:15PM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
ENGL-3540-01	Studies in Early British Literature	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
ENGL-3880-01	Writing Tutor Practicum	1.0	1.0						Consent Required	In Person	0		Open
ENGL-4000-01	Special Topics in Literature	3.0	3.0	MWF	02:00PM	02:50PM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
ENGL-4700-01	Methods of Teaching English	3.0	3.0				Writing Intensive Upper Div		Consent Required	In Person	0		Open
ENGR-2001-01	Introduction to Engineering (Lecture)	1.0	1.0	M	02:00PM	02:50PM			Consent Required	In Person	0		Open
ENGR-2002-LA	Introduction to Mechanical and Civil Laboratory	1.0	1.0	T	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2002-LB	Introduction to Mechanical and Civil Laboratory	1.0	1.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2002-LC	Introduction to Mechanical and Civil Laboratory	1.0	1.0	R	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2003-LA	Introduction to Electrical and Computer Laboratory	1.0	1.0	T	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2003-LB	Introduction to Electrical and Computer Laboratory	1.0	1.0	W	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2003-LC	Introduction to Electrical and Computer Laboratory	1.0	1.0	W	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2010-01	Statics	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
ENGR-2030-01	Circuit Analysis	3.0	3.0	MW	01:00PM	01:50PM			Consent Required	In Person	0		Open
ENGR-2030L-LA	Circuit Analysis	0.0	0.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
ENGR-2030L-LB	Circuit Analysis	0.0	0.0	R	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-2080-01	Service Through Engineering and Technology	3.0	3.0	MWF	02:00PM	02:50PM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
ENGR-3030-01	Signals and Controls	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
